filename,true_label,pred_label,probability
77.pt,0,0,0.0012084535555914044
78.pt,0,0,0.004868054762482643
79.pt,0,0,0.0006789005128666759
80.pt,0,0,0.0012754100607708097
81.pt,0,0,0.0010846618097275496
82.pt,0,0,0.0017084943829104304
83.pt,0,0,0.0012354848440736532
84.pt,0,0,0.0012942490866407752
85.pt,0,0,0.0012616892345249653
86.pt,0,0,0.0008972508949227631
87.pt,0,0,0.0029399709310382605
88.pt,0,0,0.001015074667520821
89.pt,0,0,0.00259939837269485
90.pt,0,0,0.001202379702590406
91.pt,0,0,0.0004651554045267403
92.pt,0,0,0.0005801295628771186
93.pt,0,0,0.00050117023056373
94.pt,0,0,0.013091986067593098
95.pt,0,0,0.0014837952330708504
96.pt,0,0,0.0016565124969929457
97.pt,0,0,0.0016723981825634837
98.pt,0,0,0.011260869912803173
99.pt,0,0,0.002409303793683648
100.pt,0,0,0.003589550033211708
101.pt,0,0,0.0007769587100483477
102.pt,0,0,0.0015560353640466928
103.pt,0,0,0.0016005940269678831
104.pt,0,0,0.0009257398778572679
105.pt,0,0,0.0005938272806815803
106.pt,0,0,0.0010871175909414887
107.pt,0,0,0.001586560276336968
108.pt,0,0,0.00947271566838026
109.pt,0,0,0.015259888023138046
110.pt,1,1,0.9999998807907104
111.pt,1,1,0.519941508769989
112.pt,1,1,0.999518632888794
113.pt,0,0,0.001163153676316142
114.pt,0,0,0.0028939188923686743
115.pt,0,0,0.0016920496709644794
116.pt,0,0,0.0013323150342330337
117.pt,1,1,0.9999997615814209
118.pt,0,0,0.0017400855431333184
119.pt,1,0,0.3311217427253723
120.pt,0,0,0.006103566847741604
121.pt,0,0,0.002627513138577342
122.pt,1,1,0.9999997615814209
123.pt,1,1,0.9999908208847046
124.pt,0,0,0.0022111614234745502
125.pt,0,0,0.002350808121263981
126.pt,0,0,0.002167526865378022
127.pt,0,0,0.0009701899834908545
128.pt,0,0,0.0015964091289788485
129.pt,0,0,0.0017973465146496892
130.pt,0,0,0.002885391004383564
131.pt,0,0,0.001741801737807691
132.pt,0,0,0.001755431410856545
133.pt,0,0,0.0012324994895607233
134.pt,0,0,0.000569136522244662
135.pt,0,0,0.0014174606185406446
136.pt,0,0,0.0021564459893852472
137.pt,0,0,0.0005300702759996057
138.pt,0,0,0.0006494233384728432
139.pt,0,0,0.0009410635684616864
140.pt,0,0,0.0010312603553757071
141.pt,0,0,0.0006227520061656833
142.pt,0,0,0.0017753381980583072
143.pt,1,1,0.7958585023880005
144.pt,0,0,0.0011870402377098799
145.pt,0,0,0.0012154440628364682
146.pt,0,0,0.001737849903292954
147.pt,0,0,0.0010696687968447804
148.pt,0,0,0.01300052274018526
149.pt,0,0,0.00026168982731178403
150.pt,0,0,0.005002647638320923
151.pt,0,0,0.0007661986164748669
152.pt,0,0,0.001133513986133039
153.pt,0,0,0.0026084636338055134
154.pt,0,0,0.003034473629668355
155.pt,0,0,0.00988863781094551
156.pt,0,0,0.0026750052347779274
157.pt,0,0,0.0008073347853496671
158.pt,0,0,0.0010475058807060122
159.pt,0,0,0.0004387267690617591
160.pt,0,0,0.0003459012368693948
161.pt,0,0,0.0008930115145631135
162.pt,0,0,0.0007014921284280717
163.pt,0,0,0.00010043060319731012
164.pt,1,1,0.9999840259552002
165.pt,1,1,0.999997615814209
166.pt,0,0,0.0003574161964934319
167.pt,0,0,0.00114784378092736
168.pt,0,0,0.0004382635816000402
169.pt,0,0,0.00024907742044888437
170.pt,0,0,0.0005161512526683509
171.pt,0,0,0.0004810874233953655
172.pt,0,0,0.00010115298937307671
173.pt,0,0,0.003193539334461093
174.pt,0,0,0.002695763250812888
175.pt,0,0,0.001177872414700687
176.pt,0,0,0.0016168623697012663
177.pt,0,0,0.002738896058872342
178.pt,0,0,0.003376289736479521
179.pt,0,0,0.004323000553995371
180.pt,0,0,0.0018099379958584905
181.pt,0,0,0.0012058400316163898
182.pt,0,0,0.0008850219310261309
183.pt,0,0,0.0006575919105671346
184.pt,0,0,0.0002448488085065037
185.pt,0,0,0.0004718824930023402
186.pt,0,0,0.0006640456267632544
187.pt,0,0,0.009957019239664078
188.pt,0,0,0.002846263814717531
189.pt,0,0,0.004170228727161884
190.pt,0,0,0.003494159784168005
191.pt,0,0,0.001201200531795621
192.pt,0,0,0.001292334869503975
193.pt,0,0,0.17118340730667114
194.pt,0,0,0.0002474418142810464
195.pt,0,0,0.001099368091672659
196.pt,0,0,0.0049347481690347195
197.pt,1,1,0.6595116257667542
198.pt,0,0,0.11196325719356537
199.pt,0,0,0.343713641166687
200.pt,0,0,0.006975920870900154
201.pt,0,0,0.003958318382501602
202.pt,0,0,0.0013731209328398108
203.pt,0,0,0.0019623541738837957
204.pt,0,0,0.004590999335050583
205.pt,0,0,0.0014982796274125576
206.pt,0,0,0.0009824912995100021
207.pt,0,0,0.011312463320791721
208.pt,0,0,0.00013071121065877378
209.pt,0,0,0.0019357355777174234
210.pt,0,0,0.001275750808417797
211.pt,1,1,1.0
212.pt,0,0,0.0010370120871812105
213.pt,0,0,0.0007674229564145207
214.pt,1,1,0.9999995231628418
215.pt,1,1,0.9999920129776001
216.pt,1,1,1.0
217.pt,0,0,0.0039148032665252686
218.pt,0,0,0.002594294957816601
219.pt,0,0,0.0028718041721731424
220.pt,1,1,1.0
221.pt,0,0,0.0004477582115214318
222.pt,0,0,0.0008464236743748188
223.pt,0,0,0.001249421969987452
224.pt,0,0,0.0009111549588851631
225.pt,0,0,0.0013026734814047813
226.pt,0,0,0.001418811152689159
227.pt,1,1,0.9998534917831421
228.pt,0,0,0.0037936700973659754
229.pt,0,0,0.0013047284446656704
230.pt,1,1,1.0
231.pt,0,0,0.001325790537521243
232.pt,0,0,0.11713486909866333
233.pt,0,0,0.008457531221210957
234.pt,0,0,0.0638139545917511
235.pt,0,0,0.0017961859703063965
236.pt,0,0,0.0021086973138153553
237.pt,0,0,0.0020104951690882444
238.pt,0,0,0.010699999518692493
239.pt,0,0,0.0020724404603242874
240.pt,0,0,0.01915820874273777
241.pt,0,0,0.003482045605778694
242.pt,1,1,1.0
243.pt,1,1,1.0
244.pt,0,0,0.0016596255591139197
245.pt,0,0,0.0029628018382936716
246.pt,0,0,0.002655984368175268
247.pt,0,0,0.0028860343154519796
248.pt,0,0,0.0008321396890096366
249.pt,0,0,0.0021317231003195047
250.pt,1,1,0.8379875421524048
251.pt,1,1,0.8783773183822632
252.pt,0,0,0.0007437308086082339
253.pt,0,0,0.0023912088945508003
254.pt,0,0,0.01599707268178463
255.pt,0,0,0.0017638651188462973
256.pt,0,0,0.0007537922938354313
257.pt,0,0,0.00035979817039333284
258.pt,0,0,0.0003506890789140016
259.pt,0,0,0.0038141824770718813
260.pt,0,0,0.013644753023982048
261.pt,0,0,0.0032484005205333233
262.pt,1,1,0.999997615814209
263.pt,0,0,0.0011994958622381091
264.pt,0,0,0.0009435810497961938
265.pt,0,0,0.0030512940138578415
266.pt,0,0,0.004445371683686972
267.pt,0,0,0.0014102557906880975
268.pt,0,0,0.0008385329856537282
269.pt,0,0,0.00014557508984580636
270.pt,1,1,1.0
271.pt,1,1,1.0
272.pt,0,0,0.001144547015428543
273.pt,0,0,0.003164672991260886
274.pt,0,0,0.00040985201485455036
275.pt,0,0,0.00404626689851284
276.pt,1,1,1.0
277.pt,0,0,0.0006752009503543377
278.pt,0,0,0.0032465329859405756
279.pt,0,0,0.0007371222018264234
280.pt,0,0,0.0005388983990997076
281.pt,0,0,0.0016863018972799182
282.pt,0,0,0.0012147092493250966
283.pt,0,0,0.0007364039774984121
284.pt,0,0,0.0008557579130865633
285.pt,0,0,0.0013643424026668072
286.pt,0,0,0.003784296102821827
287.pt,0,0,0.0056144725531339645
288.pt,0,0,0.00464641535654664
289.pt,0,0,0.0035385549999773502
290.pt,0,0,0.0006841850699856877
291.pt,0,0,0.006383047439157963
292.pt,0,0,0.006181103643029928
293.pt,0,0,0.0027535208500921726
294.pt,0,0,0.0012039830908179283
295.pt,0,0,0.03807707503437996
296.pt,0,0,0.0005583061720244586
297.pt,0,0,0.018206186592578888
298.pt,0,0,0.012286229990422726
299.pt,0,0,0.0027239255141466856
300.pt,0,0,0.0005835317424498498
301.pt,0,0,0.0018573373090475798
302.pt,0,0,0.0014598671114072204
303.pt,0,0,0.001609046128578484
304.pt,0,0,0.0016445786459371448
305.pt,0,0,0.001935647102072835
306.pt,0,0,0.0031164910178631544
307.pt,0,0,0.00095505325589329
308.pt,0,0,0.0007261607679538429
309.pt,0,0,0.0020376008469611406
310.pt,0,0,0.0008656002464704216
311.pt,0,0,0.0011534293880686164
312.pt,0,0,0.0006601787754334509
313.pt,0,0,0.001555221271701157
314.pt,0,0,0.0022046146914362907
315.pt,0,0,0.0060625020414590836
316.pt,0,0,0.0005528194596990943
317.pt,0,0,0.009891037829220295
318.pt,0,0,0.00018042168812826276
319.pt,0,0,0.002234057290479541
320.pt,0,0,0.0026749453973025084
321.pt,0,0,0.00036664388608187437
322.pt,0,0,0.006305583752691746
323.pt,0,1,0.5738252997398376
324.pt,0,0,0.03616148978471756
325.pt,0,0,0.008426608517765999
326.pt,0,0,0.015945902094244957
327.pt,0,0,0.0008769846754148602
328.pt,0,0,0.0009563672356307507
329.pt,0,0,0.0017939439276233315
330.pt,0,0,0.0056135887280106544
331.pt,0,0,0.007931181229650974
332.pt,0,0,0.0013747226912528276
333.pt,0,0,0.0008267423836514354
334.pt,0,0,0.0011053907219320536
335.pt,0,0,0.0007542579551227391
336.pt,1,1,0.9977891445159912
337.pt,0,0,0.006138237658888102
338.pt,0,0,0.023731615394353867
339.pt,0,0,0.0009779642568901181
340.pt,0,0,0.0036803968250751495
341.pt,0,0,0.0005864512058906257
342.pt,0,0,0.007631827611476183
343.pt,1,1,0.99994957447052
344.pt,0,0,0.0004444316145963967
345.pt,0,0,0.018942762166261673
346.pt,0,0,0.0005157502018846571
347.pt,0,0,0.0014985400484874845
348.pt,0,0,0.001329988706856966
349.pt,0,0,0.0006468829233199358
350.pt,0,0,0.00020955054787918925
351.pt,0,0,0.0025754047092050314
352.pt,0,0,0.0016108150593936443
353.pt,0,0,0.0009934320114552975
354.pt,0,0,0.0035800389014184475
355.pt,0,0,0.0007684621377848089
356.pt,0,0,0.00045926650636829436
357.pt,1,1,0.999990701675415
358.pt,1,1,0.9996188879013062
359.pt,1,1,0.9999735355377197
360.pt,0,0,0.001432991586625576
361.pt,0,0,0.0020013274624943733
362.pt,0,0,0.0013667554594576359
363.pt,0,0,0.0014166522305458784
364.pt,0,0,0.0013173178303986788
365.pt,0,0,0.020959142595529556
366.pt,0,0,0.0007043048972263932
367.pt,0,0,0.001639625639654696
368.pt,0,0,0.00033923465525731444
369.pt,0,0,0.0009053145186044276
370.pt,0,0,0.0007663910510018468
371.pt,1,1,0.9999954700469971
372.pt,0,0,0.002274167025461793
373.pt,0,0,0.0009240602375939488
374.pt,0,0,0.00011551515490282327
375.pt,1,1,1.0
376.pt,1,1,0.9999998807907104
377.pt,0,0,0.0013956058537587523
378.pt,0,0,0.002765362150967121
379.pt,0,0,0.003924254793673754
380.pt,0,0,0.0012560579925775528
381.pt,0,0,0.002729646163061261
382.pt,0,0,0.0009252733434550464
383.pt,0,0,0.0011676312424242496
384.pt,0,0,0.0012941615423187613
385.pt,0,0,0.0011026530992239714
386.pt,0,0,0.0011054349597543478
387.pt,0,0,0.001185766072012484
388.pt,0,0,0.0029290926177054644
389.pt,0,0,0.016780132427811623
390.pt,0,0,0.008103118278086185
391.pt,0,0,0.0012298760702833533
392.pt,0,0,0.0028824799228459597
393.pt,0,0,0.001001324038952589
394.pt,0,0,0.0013147902209311724
395.pt,0,0,0.009978505782783031
396.pt,1,1,0.9989209175109863
397.pt,0,0,0.003253309056162834
398.pt,0,0,0.001626793760806322
399.pt,0,0,0.001354643376544118
400.pt,0,0,0.0007718954584561288
401.pt,0,0,0.010527054779231548
402.pt,0,0,0.0012838996481150389
403.pt,0,0,0.014660520479083061
404.pt,0,0,0.0010425364598631859
405.pt,0,0,0.0025798745919018984
406.pt,0,0,0.0016808640211820602
407.pt,0,0,0.0017510984325781465
408.pt,0,0,0.0007170119206421077
409.pt,0,0,0.0011315925512462854
410.pt,0,0,0.0012263444950804114
411.pt,0,0,0.0013367489445954561
412.pt,0,0,0.0017931517213582993
413.pt,0,0,0.0009322757250629365
414.pt,0,0,0.0006664058892056346
415.pt,0,0,0.0029794841539114714
416.pt,0,0,0.031355682760477066
417.pt,0,0,0.002842389279976487
418.pt,0,0,0.0010827173246070743
419.pt,0,0,0.0024464325979351997
420.pt,0,0,0.0007907294202595949
421.pt,0,0,0.0014306142693385482
422.pt,0,0,0.0012338984524831176
423.pt,0,0,0.0010172291658818722
424.pt,0,0,0.002989840926602483
425.pt,0,0,0.001012525288388133
426.pt,0,0,0.0012553289998322725
427.pt,0,0,0.0028299917466938496
428.pt,0,0,0.001690821722149849
429.pt,0,0,0.0013704891316592693
430.pt,0,0,0.0003309411695227027
431.pt,0,0,0.014495600014925003
432.pt,0,0,0.002075714059174061
433.pt,0,0,0.012951287440955639
434.pt,1,1,0.9999992847442627
435.pt,0,0,0.0011100575793534517
436.pt,0,0,0.002792292507365346
437.pt,0,0,0.004823214840143919
438.pt,0,0,0.016922352835536003
439.pt,1,1,0.9999635219573975
440.pt,1,1,1.0
441.pt,0,0,0.0022621171083301306
442.pt,0,0,0.0004961695522069931
443.pt,0,0,0.0012153607094660401
444.pt,0,0,0.0019815575797110796
445.pt,0,0,0.0010133074829354882
446.pt,0,0,0.0015641601057723165
447.pt,0,0,0.0004074507742188871
448.pt,0,0,0.0127240139991045
449.pt,0,0,0.005465647205710411
450.pt,0,0,0.0017641102895140648
451.pt,1,1,1.0
452.pt,0,0,0.0036486710887402296
453.pt,0,0,0.00370834325440228
454.pt,0,0,0.0008972346549853683
455.pt,0,0,0.0046977209858596325
456.pt,0,0,0.00115197931881994
457.pt,0,0,0.000776180240791291
458.pt,0,0,0.00045455570216290653
459.pt,0,0,0.0008131213253363967
460.pt,0,0,0.0025292725767940283
461.pt,0,0,0.007289211731404066
462.pt,1,1,1.0
463.pt,1,1,1.0
464.pt,0,0,0.0025031499098986387
465.pt,0,0,0.00250258925370872
466.pt,0,0,0.00223733251914382
467.pt,0,0,0.005539922509342432
468.pt,0,0,0.0037411206867545843
469.pt,0,0,0.0024999543093144894
470.pt,0,0,0.0011618072167038918
471.pt,0,0,0.0012140249600633979
472.pt,0,0,0.0009531016112305224
473.pt,0,0,2.4350347302970476e-05
474.pt,1,1,0.9999878406524658
475.pt,0,0,0.0032369247637689114
476.pt,0,0,0.001278517534956336
477.pt,1,1,1.0
478.pt,1,1,1.0
479.pt,0,0,0.2412639558315277
480.pt,0,0,0.002870293101295829
481.pt,0,0,0.003826226107776165
482.pt,0,0,0.004465434700250626
483.pt,0,0,0.0008475629147142172
484.pt,0,0,0.0008904226706363261
485.pt,0,0,0.0014067895244807005
486.pt,0,0,0.0012953070690855384
487.pt,0,0,0.0011944108409807086
488.pt,0,0,0.0020000955555588007
489.pt,0,0,0.0001240867277374491
490.pt,0,0,0.0007931349100545049
491.pt,0,0,0.0005776833277195692
492.pt,0,0,0.0010484737576916814
493.pt,0,0,0.0011661157477647066
494.pt,1,1,0.9997907280921936
495.pt,0,0,0.0008320160559378564
496.pt,0,0,0.0010172015754505992
497.pt,0,0,0.001549821114167571
498.pt,0,0,0.00596228102222085
499.pt,0,0,0.0011841339292004704
500.pt,0,0,0.004119216464459896
501.pt,0,0,0.0016104900278151035
502.pt,0,0,0.0020776321180164814
503.pt,0,0,0.0019941136706620455
504.pt,0,0,0.0024301635567098856
505.pt,0,0,0.003140884218737483
506.pt,0,0,0.0006564456853084266
507.pt,0,0,0.002759184455499053
508.pt,0,0,0.0017970906337723136
509.pt,0,0,0.001887902501039207
510.pt,0,0,0.0005271738045848906
511.pt,0,0,0.0006175021990202367
512.pt,0,0,0.0006675883196294308
513.pt,0,0,0.00115113309584558
514.pt,0,0,0.0017386408289894462
515.pt,0,0,0.0001818994351197034
516.pt,0,0,0.0039322045631706715
517.pt,0,0,0.000656431948300451
518.pt,0,0,0.000972496229223907
519.pt,0,0,0.0008751207496970892
520.pt,0,0,0.0012006281176581979
521.pt,0,0,0.0007360538584180176
522.pt,0,0,0.0007559424266219139
523.pt,0,0,0.0035302455071359873
524.pt,0,0,0.0036867617163807154
525.pt,0,0,0.0032929950393736362
526.pt,0,0,0.0046045538038015366
527.pt,0,0,0.0005545631283894181
528.pt,0,0,0.0010386493522673845
529.pt,0,0,0.0048909843899309635
530.pt,0,0,0.0022505607921630144
531.pt,0,0,0.0014437750214710832
532.pt,0,0,0.007210330571979284
533.pt,0,0,0.008934635668992996
534.pt,0,0,0.002039977815002203
535.pt,0,0,0.00296001136302948
536.pt,0,0,0.00037599465576931834
537.pt,0,0,0.0031059300526976585
538.pt,1,0,0.014213670045137405
539.pt,0,0,0.0006270380690693855
540.pt,0,0,0.00044531963067129254
541.pt,0,0,0.000224980030907318
542.pt,0,0,0.0005932383937761188
543.pt,0,0,0.0025880481116473675
544.pt,0,0,0.001402498921379447
545.pt,0,0,0.0006949141970835626
546.pt,0,0,0.000826225324999541
547.pt,0,0,0.0001725646434351802
548.pt,0,0,0.0018011978827416897
549.pt,0,0,0.0019003276247531176
550.pt,0,0,0.00043531236588023603
551.pt,0,0,0.002477184869349003
552.pt,0,0,0.0010964646935462952
553.pt,0,0,0.0010741261066868901
554.pt,0,0,0.0035232442896813154
555.pt,0,0,0.001633977983146906
556.pt,0,0,0.02198163792490959
557.pt,0,0,0.0005224508349783719
558.pt,0,0,0.00021461253345478326
559.pt,0,0,0.030815230682492256
560.pt,1,1,1.0
561.pt,0,0,6.058284634491429e-05
562.pt,0,0,0.0013958020135760307
563.pt,0,0,0.00464030634611845
564.pt,1,1,0.9997010827064514
565.pt,1,0,0.02143661491572857
566.pt,0,0,0.0015591728733852506
567.pt,0,0,0.001201660605147481
568.pt,0,0,0.005996835883706808
569.pt,0,0,0.00331270438618958
570.pt,0,0,0.004304888658225536
571.pt,0,0,0.002066344954073429
572.pt,0,0,0.0038716651033610106
573.pt,0,0,0.0026675923727452755
574.pt,0,0,0.002340223640203476
575.pt,0,0,0.006931981537491083
576.pt,0,0,0.002524138195440173
577.pt,0,0,0.004945812281221151
578.pt,0,0,0.0027958943974226713
579.pt,0,0,0.002739537274464965
580.pt,0,0,0.0018495735712349415
581.pt,0,0,0.001267245039343834
582.pt,0,0,0.0021724931430071592
583.pt,0,0,0.0011220681481063366
584.pt,0,0,0.0017208658391609788
585.pt,0,0,0.0008699287427589297
586.pt,0,0,0.00162429956253618
587.pt,0,0,0.0017343739746138453
588.pt,0,0,0.0010395729914307594
589.pt,0,0,0.0011603737948462367
590.pt,0,0,0.00022749407798983157
591.pt,1,1,0.9999986886978149
592.pt,0,0,0.0010578869841992855
593.pt,1,1,0.9998528957366943
594.pt,1,1,0.9999855756759644
595.pt,0,0,0.002032545628026128
596.pt,0,0,0.0006289080483838916
597.pt,0,0,0.008425557054579258
598.pt,0,0,0.0011939717223867774
599.pt,0,0,0.0004391154507175088
600.pt,0,0,0.0006326664006337523
601.pt,0,0,0.0018938323482871056
602.pt,0,0,0.004461855627596378
603.pt,0,0,0.0015650123823434114
604.pt,0,0,0.0023109677713364363
605.pt,0,0,0.001542078098282218
606.pt,0,0,0.0007623400306329131
607.pt,0,0,0.0016934765735641122
608.pt,0,0,0.001387451309710741
609.pt,0,0,0.000629332906100899
610.pt,0,0,0.0010798675939440727
611.pt,0,0,0.0022920628543943167
612.pt,1,1,0.9999996423721313
613.pt,0,0,0.00545307993888855
614.pt,0,0,0.0022662607952952385
615.pt,1,1,0.9986390471458435
616.pt,1,1,1.0
617.pt,1,1,0.9999998807907104
618.pt,1,0,0.3044833540916443
619.pt,0,0,0.0009287139400839806
620.pt,0,0,0.0006540233734995127
621.pt,0,0,0.0016031066188588738
622.pt,0,0,0.0069316066801548
623.pt,0,0,0.004333643242716789
624.pt,0,0,0.0007129904115572572
625.pt,0,0,0.0009152056300081313
626.pt,0,0,0.002054243115708232
627.pt,0,0,0.0013574492186307907
628.pt,0,0,0.0008840931695885956
629.pt,0,0,0.0012813652865588665
630.pt,0,0,0.0017155992100015283
631.pt,0,0,0.0012366340961307287
632.pt,1,1,0.9999998807907104
633.pt,0,0,0.2641195058822632
634.pt,0,1,0.5986963510513306
635.pt,0,0,0.0012134809512645006
636.pt,0,0,0.0014845874393358827
637.pt,0,0,0.0017761301714926958
638.pt,0,0,0.002012578072026372
639.pt,0,0,0.0053505925461649895
640.pt,0,0,0.0008862028480507433
641.pt,0,0,0.0011336079332977533
642.pt,0,0,0.004446946084499359
643.pt,0,0,0.002039160579442978
644.pt,0,0,0.0010497795883566141
645.pt,0,0,0.0004264927702024579
646.pt,0,0,0.00038003051304258406
647.pt,0,0,0.00031433036201633513
648.pt,0,0,0.0010072311852127314
649.pt,1,1,1.0
650.pt,1,1,0.9985207915306091
651.pt,0,0,0.0012645862298086286
652.pt,1,1,0.9996840953826904
653.pt,0,0,0.0003800400882028043
654.pt,0,0,0.002019469393417239
655.pt,0,0,0.0015567658701911569
656.pt,0,0,0.000529872253537178
657.pt,0,0,0.00413728691637516
658.pt,0,0,0.0007563149556517601
659.pt,0,0,0.0003048544458579272
660.pt,0,0,0.0015654027229174972
661.pt,1,1,1.0
662.pt,0,0,0.011711743660271168
663.pt,1,1,1.0
664.pt,1,1,0.9999746084213257
665.pt,0,0,0.000557379680685699
666.pt,0,0,0.0008328607655130327
667.pt,0,0,0.0031910978723317385
668.pt,0,0,0.00020279503951314837
669.pt,0,0,0.03320823237299919
670.pt,1,1,0.9999997615814209
671.pt,0,0,0.002069274429231882
672.pt,0,0,0.0006533477571792901
673.pt,0,0,0.012144126929342747
674.pt,0,0,0.005183239467442036
675.pt,0,0,0.0012745247222483158
676.pt,0,0,0.0009709764271974564
677.pt,0,0,0.0007748248754069209
678.pt,1,1,0.9904602766036987
679.pt,1,1,1.0
680.pt,1,1,1.0
681.pt,0,0,0.0009778798557817936
682.pt,0,0,0.0022365970071405172
683.pt,1,1,1.0
684.pt,1,1,0.9998279809951782
685.pt,0,0,0.004682622384279966
686.pt,0,0,0.0031822780147194862
687.pt,0,0,0.0004315777914598584
688.pt,1,1,0.9999768733978271
689.pt,1,1,1.0
690.pt,0,0,0.0006575339939445257
691.pt,0,0,0.0012055328115820885
692.pt,0,1,0.5838086009025574
693.pt,1,1,0.999981164932251
694.pt,1,1,0.9999260902404785
695.pt,1,1,0.9999992847442627
696.pt,0,0,0.011679819785058498
697.pt,1,1,0.999998927116394
698.pt,0,0,0.0005818706122227013
699.pt,0,0,0.001003838493488729
700.pt,0,0,0.004990675486624241
701.pt,0,0,0.002078101970255375
702.pt,0,0,0.0004786523641087115
703.pt,0,0,0.000758572481572628
704.pt,1,1,0.9999765157699585
705.pt,1,1,1.0
706.pt,0,0,0.0056848046369850636
707.pt,0,0,0.0010280958376824856
708.pt,0,0,0.002603620057925582
709.pt,0,0,0.0006332757184281945
710.pt,1,1,0.9998540878295898
711.pt,0,0,0.0004211892664898187
712.pt,0,0,0.002426775638014078
713.pt,0,0,0.00031212056637741625
714.pt,0,0,0.0006847636541351676
715.pt,0,0,0.002027252223342657
716.pt,0,0,0.004580097272992134
717.pt,0,0,0.003284201957285404
718.pt,0,0,0.004933650139719248
719.pt,0,0,0.0016808481886982918
720.pt,0,0,0.00830313004553318
721.pt,0,0,0.101518414914608
722.pt,1,1,0.9995419979095459
723.pt,0,0,0.0005578128038905561
724.pt,0,0,0.0007589629385620356
725.pt,0,0,0.001457331469282508
726.pt,0,0,0.009653326123952866
727.pt,0,0,0.009107304736971855
728.pt,1,1,0.9999980926513672
729.pt,0,0,0.005346041638404131
730.pt,0,0,0.0015613894211128354
731.pt,0,0,0.0006781368283554912
732.pt,1,1,1.0
733.pt,1,1,0.9997178912162781
734.pt,0,1,0.7210332155227661
735.pt,0,0,0.0020082395058125257
736.pt,0,0,0.0011816730257123709
737.pt,0,0,0.0011502589331939816
738.pt,0,0,0.0011256749276071787
739.pt,0,0,0.0022111614234745502
740.pt,0,0,0.0012812494533136487
741.pt,0,0,0.0011076771188527346
742.pt,0,0,0.0006567635573446751
743.pt,0,0,0.0523717924952507
744.pt,1,1,0.9997566342353821
745.pt,0,0,0.00043378444388508797
746.pt,0,0,0.009777526371181011
747.pt,1,1,1.0
748.pt,0,0,0.009948463179171085
749.pt,0,0,0.0008129907655529678
750.pt,0,0,0.005151940975338221
751.pt,1,1,0.9980534315109253
752.pt,1,0,0.20931996405124664
753.pt,1,1,0.9999945163726807
754.pt,1,1,1.0
755.pt,0,0,0.002093856455758214
756.pt,0,0,0.003960657864809036
757.pt,0,0,0.0013463302748277783
758.pt,0,0,0.45967772603034973
759.pt,0,0,0.4151236116886139
760.pt,1,1,1.0
761.pt,1,1,0.9999961853027344
762.pt,0,0,0.0005960745038464665
763.pt,0,0,0.0007659908733330667
